Lot Area,Gr Liv Area,Garage Area,SalePrice
1526,630,286.0,86000
13383,1404,504.0,160000
1477,630,286.0,80000
1533,1344,0.0,97000
2217,1092,286.0,88000
7689,796,336.0,131900
7706,1091,429.0,131250
9101,1110,602.0,165500
8780,833,0.0,112000
7669,883,698.0,149000
14115,1362,480.0,143000
10429,1287,440.0,130000
9819,1567,714.0,196000
10457,1632,898.0,173000
11029,1414,601.0,176500
12925,2117,550.0,237500
11075,2112,576.0,206900
8702,1604,470.0,187500
8139,1470,420.0,165000
9535,1604,472.0,195500
9042,1638,472.0,192000
15038,1636,386.0,173000
14137,1384,404.0,177900
21872,1446,406.0,175000
4923,1593,682.0,286000
6264,1682,528.0,247900
5395,1337,462.0,180000
5070,1280,506.0,180000
10839,1604,470.0,181000
11184,1633,460.0,183000
8000,1658,431.0,188000
10832,1895,409.0,194500
14067,1709,416.0,185000
4671,1228,472.0,189000
5950,1337,462.0,188500
13543,2500,683.0,355000
11198,2504,656.0,325000
15401,1884,670.0,387000
31220,1474,495.0,115000
8118,1710,557.0,334000
47280,1488,738.0,133000
20544,2093,542.0,215000
12680,1688,528.0,226500
12090,1422,576.0,175500
10825,1260,598.0,181900
18559,2064,550.0,235000
14450,1782,551.0,220000
12227,2872,619.0,272000
13068,1211,461.0,161000
15611,1126,540.0,175000
10400,2044,489.0,185000
9743,1308,484.0,146900
12511,2840,1314.0,292500
11361,1523,478.0,180000
10400,1444,473.0,159900
10480,1964,483.0,205000
10000,1178,439.0,157000
14311,2340,787.0,306000
9000,1792,480.0,133000
9750,1054,460.0,151000
10295,936,288.0,111900
7560,864,576.0,123000
12735,864,576.0,111250
4060,1337,511.0,181000
1680,987,264.0,103400
1680,987,264.0,100000
1890,987,352.0,100500
1869,987,280.0,106000
1680,987,264.0,85400
1680,987,264.0,89500
1680,1302,264.0,111750
4043,1069,440.0,140000
2308,1456,460.0,143000
2529,1055,440.0,148500
9477,892,264.0,110000
12444,1932,774.0,394617
12474,2332,846.0,426000
14803,2084,1220.0,385000
14948,2713,858.0,446261
12704,1582,905.0,317500
13891,1710,866.0,372402
13693,2464,650.0,417500
14418,1950,706.0,383000
13418,2748,850.0,390000
12539,2790,1150.0,460000
12151,2331,1003.0,379000
8899,2088,656.0,250000
10574,2332,756.0,316000
12720,2470,789.0,615000
13688,2668,726.0,412500
10625,2046,871.0,284000
10845,1575,732.0,284000
16900,2649,746.0,421250
16451,2690,795.0,370000
10110,1866,870.0,336860
8769,1702,1052.0,367294
12304,1367,484.0,192000
12677,1518,588.0,274000
8849,1684,564.0,266000
8232,1800,944.0,370967
6240,1342,550.0,234250
6240,1342,550.0,219500
2448,1626,474.0,155000
2448,1626,474.0,154000
8198,1358,484.0,207000
3940,1455,644.0,195000
3940,1576,668.0,219990
3182,1504,437.0,191000
3182,1266,388.0,159895
3710,1246,428.0,187687
9024,1515,393.0,179000
7415,1593,398.0,193000
9587,1166,400.0,190000
8029,1456,400.0,176000
8010,1720,400.0,188000
8396,1986,434.0,213000
7301,1358,484.0,217300
10261,1792,451.0,186500
8220,1892,431.0,226750
15384,1490,388.0,184000
7750,1414,403.0,176000
12460,2322,400.0,225000
8390,1651,450.0,185900
9660,2199,516.0,284500
9200,2630,696.0,315000
14260,2198,836.0,250000
11000,2172,687.0,291000
11675,2006,938.0,350000
10990,2125,576.0,279500
11929,2501,751.0,290000
10437,2113,839.0,350000
10542,2418,983.0,341000
10010,2197,783.0,287500
10944,2127,525.0,271000
14303,1987,691.0,301500
11932,1580,830.0,235128
14598,1933,668.0,214000
11957,1574,824.0,232000
13253,1578,642.0,240000
14587,1506,592.0,264132
10206,1563,758.0,245000
12274,1428,554.0,227680
9801,1861,851.0,257000
9428,1874,880.0,297900
10037,1460,480.0,247000
8640,1372,588.0,212700
8640,1372,529.0,250580
11639,1428,480.0,182000
9803,1768,603.0,226700
9375,1992,648.0,250000
10625,1958,936.0,250000
10800,2078,836.0,339750
8125,1665,562.0,205950
10625,1660,660.0,256000
7500,1218,462.0,230348
8791,1728,673.0,207500
7500,1080,0.0,141000
10110,1696,542.0,188000
12774,1663,478.0,192500
13072,1175,0.0,146000
13695,1114,576.0,159000
13695,1114,576.0,155000
8366,1640,520.0,173000
9260,1162,483.0,170000
8453,1609,525.0,182000
8480,1680,474.0,163000
8125,1679,575.0,193500
14565,1657,483.0,189000
8450,1677,627.0,190500
8285,1737,506.0,175000
7153,1294,496.0,179200
9291,1710,506.0,187000
8012,1617,533.0,193000
7892,1199,530.0,153900
9100,984,384.0,128000
12968,912,352.0,144000
8100,864,420.0,135000
8450,890,308.0,115000
6360,864,276.0,119916
6768,912,288.0,142000
19508,1430,484.0,192000
10759,1641,490.0,140000
9205,2683,473.0,290000
11025,2786,636.0,372500
4282,1391,530.0,196000
4017,1250,625.0,171900
3435,1245,495.0,178000
3180,1200,480.0,165000
3180,1392,540.0,146000
3604,1392,540.0,146000
2280,1501,440.0,179400
2280,1549,440.0,172900
4765,1638,495.0,300000
4538,1310,545.0,285000
4385,1419,588.0,290000
4109,1557,484.0,305000
5119,1709,506.0,328900
2160,1252,462.0,160000
2160,1404,462.0,170000
10646,1789,546.0,223000
2645,1586,480.0,170000
2645,1607,480.0,200000
3951,2393,846.0,345000
14963,1288,500.0,245500
11064,1239,477.0,217500
10846,1719,473.0,324000
11120,1232,516.0,162500
24572,2944,864.0,150000
16280,1671,550.0,290000
7500,1812,469.0,205000
10400,1682,530.0,174000
11104,1427,516.0,183000
11050,1740,512.0,150000
11040,1258,528.0,145000
15387,1620,578.0,215000
9750,1625,484.0,140500
10800,2614,624.0,240000
8814,1464,470.0,141000
8872,912,576.0,147000
8125,925,576.0,135000
11072,1728,576.0,145000
13101,1728,576.0,142600
9246,1656,506.0,135000
13355,1670,464.0,170000
8963,2715,831.0,299800
9120,1876,540.0,185000
9130,1632,484.0,173000
12122,999,588.0,178400
9900,1978,486.0,176000
7785,1014,267.0,98000
8593,907,352.0,109008
8475,952,283.0,135750
8700,1128,525.0,155000
10175,1425,576.0,180500
9020,1165,490.0,174900
9200,1136,384.0,140000
8250,1092,504.0,145000
9350,1265,502.0,179900
9020,1350,520.0,168500
9900,1114,451.0,140000
10007,1053,312.0,145500
10721,1252,528.0,142000
12493,1100,312.0,141000
11332,1118,264.0,153000
6627,720,287.0,72500
4130,729,0.0,52000
7420,1077,205.0,118000
4882,906,231.0,87000
9600,1496,450.0,141500
9600,1252,288.0,119000
9600,1337,264.0,141500
9600,1661,377.0,165500
7584,1036,312.0,112900
13700,1820,492.0,201800
10197,1362,504.0,163000
7875,1144,456.0,139950
8400,1537,462.0,174000
9150,1431,296.0,165000
14670,1988,480.0,227000
7390,1098,260.0,135000
9204,1144,336.0,124000
7763,1283,506.0,140000
8856,1176,292.0,136500
9840,1440,480.0,185000
9120,1261,433.0,163000
13200,1570,441.0,166800
9000,1196,297.0,139000
11900,1392,458.0,166000
9464,1080,288.0,136000
10425,1104,384.0,133000
11556,882,240.0,116000
9373,1152,636.0,137500
12774,950,400.0,130000
14250,1790,540.0,180000
7350,952,840.0,139000
7677,773,240.0,110000
8838,1764,301.0,100000
8480,1216,336.0,118500
12436,1824,484.0,146000
10122,869,390.0,89900
7506,1159,288.0,114000
10930,1558,288.0,140000
5400,672,308.0,86900
10836,1436,1488.0,139000
10800,1294,0.0,106250
9247,1716,490.0,171000
10180,1044,372.0,139000
11355,1312,495.0,186000
10920,1253,352.0,157000
12929,1081,401.0,148000
27650,2069,505.0,242000
8892,910,414.0,116000
7200,876,576.0,94000
7200,1048,420.0,98300
7910,1507,404.0,127000
8000,1256,311.0,159000
8000,1027,299.0,125900
7931,1269,308.0,155000
8064,1320,576.0,138000
6390,984,280.0,112500
7227,832,528.0,105500
7200,1278,240.0,127500
8513,1800,0.0,130000
7200,1588,480.0,150000
7200,825,350.0,109500
7056,1796,483.0,140000
9760,1611,442.0,167900
7590,1117,264.0,136870
9836,1133,308.0,143000
5232,764,504.0,73000
10440,1539,686.0,157500
9184,1323,400.0,122600
4800,1360,330.0,111000
10440,2792,520.0,256000
4800,672,256.0,64000
6000,1456,308.0,139500
11426,1594,0.0,118000
11426,2082,484.0,200000
7628,1656,440.0,119164
7308,1740,225.0,122250
5400,1027,0.0,120000
10800,1436,828.0,155000
6756,899,200.0,78000
5914,1080,0.0,95000
6000,789,250.0,115000
12000,1122,528.0,147000
9000,1499,869.0,140000
7311,407,297.0,46500
6000,928,288.0,112500
6000,901,281.0,107900
12205,1588,0.0,65000
18386,3493,870.0,295000
9142,1627,420.0,139500
12665,1416,720.0,153900
5350,1450,288.0,132000
4571,1344,513.0,98000
9143,1017,308.0,114000
9600,2350,393.0,130000
9600,2058,396.0,129500
6000,1540,0.0,129400
9600,1378,360.0,161000
10800,1912,672.0,163000
6300,1484,0.0,128000
5250,2358,0.0,122000
5700,1111,288.0,116900
13500,2775,880.0,325000
11340,1086,400.0,55000
10800,2495,342.0,184000
9750,984,308.0,110000
12150,1795,352.0,131500
12702,882,308.0,97000
8516,1093,308.0,115500
7111,1143,288.0,138000
7425,1668,252.0,108000
9100,935,308.0,79500
7010,1738,240.0,153000
6130,784,0.0,109500
5000,1210,240.0,124000
5870,1290,200.0,106900
6000,1672,240.0,164900
6000,949,370.0,119000
6000,1158,208.0,120000
6000,1497,672.0,157000
6000,1342,240.0,105000
5000,1013,160.0,113000
5520,1216,355.0,115000
5940,896,280.0,79000
6240,1136,336.0,123000
6120,808,164.0,81300
6240,1573,360.0,162900
6240,2009,400.0,150000
6120,1902,576.0,123500
6120,1774,468.0,129900
6155,1362,502.0,128000
6324,520,240.0,68500
8635,1285,240.0,127000
13053,1848,370.0,207000
9120,1820,240.0,184000
9144,1716,672.0,162500
9144,1505,240.0,145000
10267,838,275.0,130000
8094,1984,360.0,160000
5100,1666,228.0,161000
4347,1609,228.0,127500
6291,768,440.0,93850
10266,1536,308.0,136000
6876,1969,400.0,141000
10320,1308,400.0,120000
7200,1040,320.0,127500
7006,1236,384.0,127000
7920,1406,0.0,89500
8235,825,720.0,125000
5586,1198,0.0,79900
10320,759,576.0,85000
10320,1344,0.0,82375
10320,1469,216.0,135000
9488,1054,240.0,124000
8250,1211,322.0,134000
21286,1271,312.0,135000
17120,1588,680.0,134432
10106,1355,0.0,127500
11235,1075,440.0,148000
11200,1040,384.0,129500
13014,1096,484.0,157500
7162,904,408.0,109900
10265,992,294.0,145000
9764,894,450.0,130000
7703,1034,504.0,153000
9981,1073,270.0,120000
7400,1126,506.0,152000
12900,1258,400.0,108959
12900,1140,400.0,95541
9000,1006,0.0,80000
8544,1228,271.0,149350
9239,960,300.0,144900
14175,1188,621.0,185000
13284,1383,354.0,165000
13500,1252,564.0,235000
13825,1601,300.0,140000
10200,672,240.0,108000
10532,1721,626.0,145000
8375,1350,627.0,152400
10200,904,912.0,144000
2887,1291,431.0,173000
10005,2022,505.0,192000
20270,1524,478.0,245000
39104,1363,439.0,241500
53227,1663,529.0,256000
11512,1357,312.0,177000
5190,1079,249.0,125600
10452,1094,495.0,155000
45600,2358,360.0,240000
19550,1518,0.0,260000
21780,1674,396.0,185000
13728,2108,540.0,235000
9571,1509,322.0,159900
9350,864,0.0,99600
9360,1269,280.0,134500
8405,1367,384.0,119000
7000,1347,0.0,107500
10880,1164,240.0,125000
9600,1096,0.0,79000
9084,1111,200.0,95000
11839,2329,514.0,262280
9771,2814,614.0,260000
9938,1626,534.0,226500
14171,2200,453.0,225000
10541,2037,472.0,229000
10616,1356,484.0,177439
9345,1615,864.0,248500
11778,2276,1348.0,475000
11778,1766,874.0,395039
11228,2097,678.0,228000
11454,1511,811.0,225000
11500,1643,438.0,195000
12798,1688,603.0,200000
9750,990,528.0,155000
9525,1099,352.0,144000
9245,990,672.0,145000
8696,1418,558.0,226001
13142,1771,600.0,215700
8998,1652,532.0,207500
9179,1790,588.0,193000
8924,1724,527.0,188000
9382,1479,577.0,191000
12803,1494,530.0,221000
12435,1792,564.0,231500
12192,1823,626.0,235000
11250,1786,608.0,223500
9200,938,308.0,130250
8385,985,328.0,149900
12250,1174,528.0,158000
10970,1026,576.0,147000
9216,1076,576.0,143195
14330,1558,440.0,163000
7990,924,280.0,110000
7180,864,352.0,127000
7200,780,352.0,124900
9742,1795,534.0,230000
9473,2031,577.0,237000
10316,1865,839.0,235000
10400,2161,570.0,230500
9066,1852,660.0,230000
11404,2031,541.0,222500
9240,2263,905.0,287000
9720,1947,725.0,274000
14860,1786,715.0,300000
11250,2290,779.0,255900
8158,1768,543.0,224900
10905,2327,596.0,240000
7226,1640,595.0,183000
11690,1764,560.0,207000
8750,1908,493.0,210000
4435,848,420.0,136500
4426,848,420.0,145000
13125,1493,508.0,208900
10126,1838,721.0,185000
9135,1536,532.0,214000
8450,1710,548.0,208500
9750,1445,470.0,186500
8450,1436,484.0,210000
8320,1582,520.0,185900
11049,1234,484.0,179900
11058,1564,814.0,218836
9627,1361,610.0,193000
8199,1456,410.0,189000
4426,848,420.0,149300
4426,848,420.0,141000
4438,848,420.0,149000
4438,848,420.0,144500
8777,796,0.0,85000
8777,2200,0.0,145900
9825,1092,264.0,123000
9937,1256,276.0,147500
12102,1033,504.0,165000
6500,1127,480.0,135000
13907,996,0.0,108000
10012,1181,588.0,137500
6931,1656,397.0,165400
9638,1117,542.0,147000
7200,1398,440.0,160500
7024,1132,451.0,176000
47007,3820,624.0,284700
63887,5642,1418.0,160000
3675,1072,525.0,148000
6040,1152,0.0,82000
6012,1152,0.0,82000
12108,1440,0.0,118000
6845,1152,0.0,82500
6931,784,0.0,91900
12180,1053,0.0,120000
8050,1137,0.0,96000
9520,930,286.0,99000
11767,1200,240.0,130500
8172,1470,548.0,135000
16466,1393,300.0,135500
7692,1204,312.0,100000
5142,1292,205.0,108000
5604,864,0.0,98000
8248,864,0.0,67000
5687,1716,0.0,135900
12155,1482,400.0,140000
8400,2192,240.0,179500
8400,1694,576.0,136500
7290,1424,312.0,168000
8525,1964,0.0,130000
9842,2601,621.0,189000
7804,1920,480.0,161900
8969,1316,369.0,145000
11526,2555,672.0,191000
15576,1680,308.0,177000
15564,1264,400.0,147500
6292,790,160.0,91000
7609,1512,180.0,231000
10480,1639,240.0,115000
9650,1603,599.0,138000
7200,1502,270.0,149000
11988,1660,240.0,188700
11700,1938,240.0,198000
9260,1374,225.0,110000
7801,1091,344.0,104000
9670,1873,786.0,257076
14100,3447,1014.0,381000
15660,1954,431.0,311500
12392,2161,506.0,263400
26073,1898,484.0,236500
14778,1640,924.0,224000
1879,1032,462.0,116500
1950,1556,452.0,151000
7000,919,195.0,126000
6000,1090,240.0,120000
3636,796,0.0,55000
5890,816,432.0,120500
6900,778,924.0,120500
8155,1200,0.0,119000
6000,1656,288.0,126000
7392,912,360.0,99500
9000,1955,356.0,165500
14584,733,487.0,13100
5280,1361,185.0,89000
8500,1317,250.0,40000
5150,1049,195.0,80900
18000,894,1248.0,81000
9000,864,216.0,65000
5587,1652,482.0,392500
3843,1648,525.0,294464
3811,1646,482.0,250000
3842,1646,482.0,275000
23730,2032,786.0,300000
13265,1689,857.0,271000
11050,1820,816.0,213000
9880,1118,358.0,171000
10125,1279,473.0,171500
10260,1872,484.0,100000
9990,1689,432.0,228500
164660,1786,529.0,228950
4084,1501,512.0,241500
15498,2898,665.0,287000
11563,1537,788.0,294000
9520,1646,800.0,293077
12852,1780,612.0,264966
9802,1442,400.0,172500
9735,1394,400.0,167500
12018,1612,666.0,218689
12890,1495,438.0,150000
12416,1651,616.0,184000
18265,1256,578.0,180000
10200,1509,600.0,175000
11202,1440,467.0,232500
7915,1675,435.0,195000
12244,2262,749.0,305000
11449,1728,520.0,298751
11447,1964,892.0,370000
8940,1344,784.0,209200
7060,1344,784.0,206300
9278,1092,0.0,146000
4500,1189,392.0,160500
14137,1200,850.0,173000
4224,1040,499.0,124000
2665,1304,336.0,115000
2665,1475,336.0,129500
1974,988,297.0,105000
1596,988,297.0,94900
17979,1160,257.0,152500
1477,1092,0.0,98000
1890,630,0.0,81000
21750,988,520.0,113000
6490,816,264.0,128500
6951,923,264.0,119500
6600,816,264.0,130500
6600,816,816.0,138000
6600,845,264.0,134500
12508,1750,423.0,160000
12395,889,484.0,137500
11075,1968,530.0,172000
56600,1836,288.0,103000
10667,1587,525.0,167300
10628,1277,526.0,167000
13651,2223,516.0,244000
15865,2217,621.0,268000
12394,1733,433.0,225000
10364,1572,373.0,168000
13869,1470,388.0,177000
8773,1600,460.0,169000
8872,1384,390.0,161500
5330,1652,499.0,251000
10147,1694,398.0,160000
8637,1714,451.0,180000
7875,1553,420.0,178750
7875,1253,402.0,176000
7500,2299,482.0,204000
9556,1187,420.0,160000
10784,1472,402.0,160000
9125,1482,392.0,163900
7655,1642,392.0,168000
18160,1128,480.0,154204
3696,1088,461.0,170000
5062,2090,577.0,207500
4740,1179,480.0,182000
5118,1321,484.0,212000
14157,1922,676.0,377426
12328,2541,729.0,349265
51974,2338,1110.0,591587
41600,1424,828.0,155000
8035,1612,556.0,319900
8089,1419,567.0,392000
14082,2234,724.0,441929
13870,2042,724.0,455000
12546,1440,467.0,182900
10960,1284,480.0,174000
12090,1868,477.0,178000
12090,1479,484.0,176000
12299,1664,663.0,213000
11339,1930,481.0,192000
11952,1969,534.0,190000
12046,2030,551.0,195000
10395,1032,564.0,148000
11850,1177,495.0,151500
11584,1725,550.0,197000
10400,1353,478.0,192350
10793,1620,462.0,152000
13001,1220,944.0,170000
12243,1484,487.0,175000
11700,1743,539.0,175000
12384,1935,550.0,197900
8991,1324,585.0,174000
8000,1877,488.0,178900
10500,1109,288.0,139000
10530,981,576.0,143250
7472,1479,484.0,184000
9457,1422,576.0,155000
7920,914,368.0,133000
9758,950,280.0,119500
8294,872,480.0,123000
7340,858,684.0,110000
17199,914,270.0,128000
9000,864,528.0,120500
4058,767,367.0,133000
4113,1337,511.0,155000
10943,1337,522.0,177000
2205,1092,264.0,113500
1890,1218,264.0,113000
2058,1218,264.0,113700
2016,1302,440.0,106000
1920,1365,440.0,122500
4928,958,440.0,128000
2308,1548,440.0,155000
2304,1055,319.0,142500
7150,988,360.0,129250
12469,1816,730.0,356000
11694,1828,774.0,314813
12030,1694,818.0,318000
11825,1694,856.0,322400
12085,1734,928.0,318000
14333,2122,938.0,345474
14450,2121,732.0,415298
13641,2656,1040.0,492000
13440,2550,670.0,338931
15431,2046,878.0,450000
14154,2172,947.0,280000
13891,2552,932.0,479069
14226,1973,895.0,395000
13693,2643,694.0,380000
11428,1634,866.0,250000
14977,1976,908.0,440000
13654,2758,814.0,418000
17169,2290,1174.0,500067
16659,2152,728.0,260116
9591,2473,852.0,317000
9709,2100,786.0,319500
10562,2161,789.0,325624
13615,1802,843.0,372000
13069,2956,916.0,342000
12099,2468,872.0,354000
14277,2385,818.0,350000
11999,2374,656.0,285000
12568,1818,774.0,281500
9926,1614,878.0,245700
9254,1721,554.0,232698
10732,1828,876.0,250000
7577,1362,460.0,194700
3901,1302,631.0,204000
3903,1302,631.0,200000
6289,1362,460.0,207000
4590,1554,627.0,209500
4590,1554,627.0,209500
6442,1370,484.0,202500
7841,1577,564.0,280000
7313,1561,556.0,277500
7820,1869,617.0,318061
6240,1324,550.0,221370
3242,1405,478.0,200000
15810,1496,572.0,181755
10237,1536,400.0,176000
10237,1484,393.0,178900
13204,1458,454.0,168165
8857,1495,440.0,171925
9729,1746,350.0,198444
12216,1326,388.0,203000
9018,1456,400.0,179540
8993,1302,436.0,176485
8899,1340,396.0,181134
8499,1412,432.0,156932
8229,1504,440.0,166000
7713,1456,400.0,177594
7697,1258,462.0,173500
3922,1258,648.0,172500
3922,1402,648.0,194201
3621,1589,630.0,226500
3710,1266,388.0,185485
14572,1530,630.0,259000
16219,1119,437.0,188500
11084,1374,400.0,175000
11796,1959,434.0,215000
10936,1525,534.0,206580
8244,1720,440.0,183500
11950,1394,400.0,165500
7875,1948,434.0,211000
8063,1690,463.0,181000
8740,1995,435.0,219500
7917,1647,460.0,175000
9967,1430,400.0,170000
7750,1320,400.0,162000
9487,1690,442.0,187000
9649,1644,460.0,185000
15623,4476,813.0,745000
12191,2551,925.0,384500
11000,2285,648.0,248000
11400,2633,804.0,466500
10557,3078,806.0,410000
11002,2582,758.0,322500
10790,2385,600.0,252000
21535,4316,832.0,755000
9920,2013,455.0,269790
11787,2398,834.0,315750
9950,2520,721.0,290000
12257,2531,752.0,290000
12692,3228,546.0,430000
11762,2202,517.0,263000
9044,2538,933.0,330000
9910,1369,605.0,213133
11830,1542,852.0,260261
11670,1905,788.0,320000
15256,1464,754.0,282922
10612,1534,484.0,215000
12291,1966,1092.0,419005
13501,1636,865.0,255000
9986,1795,895.0,147000
9965,1528,480.0,235876
9416,1726,786.0,311872
9849,1689,954.0,248328
10000,1588,825.0,227000
8847,1538,484.0,260000
9158,1496,474.0,225000
8251,1506,672.0,249000
10084,1694,636.0,307000
9605,1977,574.0,250000
8778,1830,859.0,221300
8640,1338,598.0,208900
9000,1335,575.0,210400
8640,1792,590.0,255000
10411,1588,561.0,212109
9000,1959,1025.0,270000
9000,2610,550.0,303477
12217,1880,880.0,310013
11096,1656,826.0,249700
10207,1761,578.0,227875
10440,1584,594.0,261329
11824,1685,658.0,253000
10625,2443,744.0,265000
11143,2466,610.0,340000
7500,1100,0.0,146000
7500,1143,0.0,147000
12450,1094,576.0,149000
7441,1486,566.0,181000
8462,1721,471.0,201000
11613,1820,492.0,191750
8450,1349,539.0,179000
16196,1494,514.0,215000
8012,1575,529.0,179200
8012,1266,283.0,128000
9180,884,504.0,144000
8400,2020,630.0,144000
6285,894,308.0,120750
8480,970,624.0,132500
7420,1057,576.0,132000
7758,999,264.0,132500
6970,1120,544.0,129000
13673,1696,349.0,143900
7476,1040,686.0,145000
9945,988,572.0,128500
6173,902,288.0,125500
19522,2503,564.0,300000
17542,2167,518.0,294000
10751,1037,431.0,129000
16647,1701,611.0,171000
12712,1055,542.0,147000
9572,2810,750.0,302000
10678,2872,541.0,285000
4379,1378,540.0,214000
3523,1151,484.0,166000
3784,1565,476.0,193800
4230,1352,466.0,208900
3606,1352,466.0,194000
5330,1550,528.0,207500
4274,1241,569.0,199900
4251,1250,528.0,164700
2280,1501,440.0,176500
3230,1458,440.0,176000
2117,1512,440.0,168500
2117,1573,440.0,177000
2117,1525,440.0,177000
5105,1102,480.0,148800
2645,1441,492.0,174000
7399,1950,576.0,239000
7321,1358,625.0,204000
8010,2048,552.0,301000
8413,2362,1105.0,312500
9466,1494,478.0,279700
12000,2362,546.0,255000
16157,1432,588.0,194000
10768,1437,528.0,218000
3840,1295,571.0,213750
9600,1855,512.0,187000
9600,1262,460.0,181500
17778,2497,676.0,373000
18890,2620,600.0,190000
7050,1929,650.0,226000
11700,1152,412.0,143450
8000,2411,570.0,240050
8723,1082,480.0,162500
11700,1295,528.0,164000
11358,1610,515.0,185000
9547,1594,472.0,188500
10530,2075,473.0,255000
11500,1680,528.0,136905
10738,1093,484.0,158500
9600,1242,528.0,175500
10800,1052,311.0,127000
8050,1107,308.0,127000
10355,1214,318.0,143000
10289,1073,515.0,156000
9503,1344,484.0,144000
10624,1728,352.0,119000
10899,1224,530.0,103000
12342,1422,286.0,139900
12772,958,301.0,151500
8892,1065,461.0,126500
10482,1138,264.0,145000
7535,912,297.0,120000
7450,1074,396.0,124000
8339,882,294.0,106500
14357,1187,440.0,140500
8243,964,784.0,137500
8680,894,312.0,117600
8800,1200,440.0,163500
9200,1042,440.0,161000
9350,1302,309.0,158000
8800,2154,539.0,224500
11382,1374,286.0,147000
22002,1652,510.0,200000
14585,1429,572.0,181900
7388,1327,624.0,150750
9842,1224,462.0,101800
8280,932,306.0,124000
12172,908,512.0,138500
5000,334,0.0,39300
5000,666,0.0,64500
3500,670,0.0,64000
5175,808,308.0,112000
9500,1977,540.0,165000
9600,1150,288.0,144000
11345,1920,400.0,137000
9492,1376,240.0,105000
9480,1644,312.0,146500
8668,1560,792.0,126000
10050,1280,432.0,175000
9600,1254,525.0,158500
10150,912,275.0,114500
11344,1524,315.0,144000
18450,2380,596.0,129000
8760,936,315.0,141000
6860,1008,308.0,131000
8250,1053,692.0,142100
8176,1056,308.0,139000
9750,1442,301.0,157900
9250,1056,260.0,139400
11988,1244,336.0,150000
9100,1144,336.0,120000
9736,1721,464.0,174850
9770,922,308.0,116000
10152,1048,286.0,135000
12155,1657,484.0,163500
12198,1411,310.0,130000
10050,1216,336.0,129500
11556,1154,336.0,142000
8078,1560,484.0,128600
10950,948,410.0,125000
7942,1040,293.0,136000
8923,1008,240.0,134500
8540,925,252.0,127000
7134,1360,572.0,130000
7150,1540,352.0,115000
8400,925,390.0,116900
13300,928,252.0,132000
9532,1647,280.0,153000
15783,924,420.0,112500
14190,1544,0.0,138000
9600,893,576.0,135000
12099,1728,371.0,156000
21281,3086,1200.0,301600
10134,1034,240.0,109000
5500,882,0.0,103200
10284,1281,580.0,128500
10800,968,216.0,64500
