Lot Area,Gr Liv Area,Garage Area,SalePrice
10800,1534,0.0,148000
5400,691,216.0,86000
10090,1651,276.0,172000
8700,888,240.0,120000
8300,952,288.0,128500
11606,2080,504.0,135000
8064,924,576.0,122900
11664,1082,240.0,119200
10496,1846,315.0,143000
7200,988,276.0,119000
7200,1238,357.0,102000
7200,864,720.0,129000
7000,1134,254.0,135000
7500,1040,286.0,152000
7315,1170,338.0,140000
7903,1242,324.0,152000
8000,1377,351.0,156500
8000,1800,0.0,141000
7000,925,300.0,99000
9760,1851,440.0,187000
7590,1812,264.0,169500
6600,864,294.0,125500
6760,936,288.0,130000
6978,960,576.0,103000
9600,1432,360.0,132000
6000,1296,576.0,127500
4480,1022,184.0,89500
7200,936,672.0,140000
3153,967,180.0,99900
10800,1047,273.0,100000
7200,1072,379.0,130000
9000,1174,576.0,135000
6000,1183,308.0,120000
5925,1131,672.0,89471
5925,1141,252.0,85000
6000,960,308.0,108500
9639,1798,342.0,137000
3880,866,0.0,110500
8520,968,480.0,100000
10337,1772,816.0,184900
9863,1642,374.0,145000
9600,1472,250.0,125000
4571,1232,480.0,114000
13600,2337,560.0,90000
8398,1650,468.0,144100
9900,2210,205.0,117500
3600,1358,336.0,124500
13500,2454,576.0,185000
7200,2291,506.0,133900
5400,1616,216.0,152000
8100,1559,812.0,153500
10800,2554,704.0,159500
9439,1248,160.0,87000
8626,968,331.0,104500
11800,1382,384.0,110000
6854,1060,308.0,136500
8674,1435,308.0,128250
8731,1167,495.0,144000
8737,1635,440.0,210000
6125,1274,224.0,135000
6000,1232,217.0,128000
6000,1218,440.0,131000
6120,884,240.0,113000
6240,1409,528.0,126000
6240,1322,280.0,132000
6240,1426,230.0,131750
6120,1281,379.0,132500
6120,1513,180.0,137500
6120,854,576.0,132000
6240,1367,560.0,127500
6180,986,180.0,102000
7755,2264,408.0,200000
13515,1824,520.0,180500
8850,1376,576.0,165000
8550,1316,576.0,90000
8730,1396,384.0,153575
5700,1344,456.0,140000
8520,2526,216.0,136000
5680,1173,240.0,113000
5680,1214,216.0,117000
7758,1818,240.0,169500
7449,1108,280.0,139400
13200,2294,658.0,202500
6882,1355,0.0,127000
9000,1375,544.0,141000
9780,1952,299.0,212300
10320,2180,720.0,161000
4330,1315,436.0,99500
7200,1111,288.0,101000
4800,1196,440.0,109900
12358,1382,660.0,128500
10120,1889,308.0,122000
4388,840,0.0,87000
10320,1484,264.0,50000
12888,2267,498.0,219000
18030,3086,0.0,200500
8160,1134,240.0,126000
4484,1282,240.0,108500
11235,999,308.0,130000
11235,1452,572.0,158450
14299,1005,440.0,115400
7943,1029,261.0,118500
14149,1020,528.0,165000
11677,1040,264.0,123000
8400,913,240.0,129000
7094,894,384.0,125000
8978,948,300.0,108000
8425,868,576.0,119900
8665,897,264.0,115000
8398,943,528.0,134500
7742,955,386.0,127000
8724,894,450.0,129000
8197,1285,528.0,143500
8169,912,315.0,129000
14175,1375,323.0,187000
16779,2654,638.0,158000
25339,1416,576.0,112000
6960,1302,224.0,165250
11375,1299,494.0,150000
13770,1176,303.0,137000
9000,998,460.0,89500
115149,1824,739.0,302000
11075,1522,552.0,182000
10029,2060,521.0,211000
17541,1325,576.0,216000
22692,1630,649.0,130000
17808,1242,336.0,109900
12671,2422,527.0,255000
12615,2158,576.0,243000
10512,1626,332.0,154000
5400,864,399.0,118000
11515,943,308.0,80000
7711,1440,0.0,150000
9098,605,0.0,86000
3869,1038,264.0,130000
9280,1342,256.0,125000
11100,1480,253.0,136500
7550,1362,280.0,96000
9060,1340,252.0,120000
23920,1822,515.0,228500
10357,1442,719.0,179900
13474,2243,746.0,225000
10380,2730,576.0,301000
13125,2127,833.0,238000
11287,1982,575.0,228500
9317,1958,499.0,220000
9965,2696,792.0,383970
9965,2828,1052.0,424870
9178,1651,870.0,250000
10481,2140,894.0,360000
10652,1494,840.0,279500
11175,1316,440.0,200141
10235,1651,870.0,246500
9588,2574,868.0,276000
8814,1274,508.0,203000
11103,1456,440.0,155835
8556,1240,826.0,194000
6762,1208,628.0,195400
11750,1546,796.0,217000
8760,1500,674.0,212999
7242,1270,524.0,175900
9316,1795,578.0,191000
9317,1314,440.0,176432
14364,2062,454.0,277000
8883,1873,619.0,207000
159000,2144,389.0,277000
53107,1953,501.0,240000
12205,2087,444.0,187500
20064,1743,529.0,279000
14217,1022,747.0,139500
8775,990,299.0,126000
11249,1200,521.0,177500
10021,1308,497.0,175000
9531,1796,546.0,211000
8428,990,384.0,146000
16561,1097,242.0,147900
8070,990,0.0,123600
9337,1786,684.0,204750
10820,1873,597.0,235500
12352,1753,534.0,217000
9543,1690,517.0,190550
8826,1842,486.0,217500
10665,1479,558.0,226000
11317,1668,500.0,180000
11800,894,440.0,131000
8660,1025,370.0,153500
9720,1009,576.0,160000
8982,1040,748.0,134900
16300,907,308.0,130000
9675,879,440.0,120000
7700,882,461.0,112500
10356,969,440.0,122000
7200,864,576.0,127000
7200,875,728.0,117000
10386,2000,888.0,305900
9375,2169,647.0,228500
11354,1673,583.0,270000
8749,1459,527.0,192000
8749,1932,610.0,213000
8158,1729,542.0,200000
16226,2452,683.0,267000
11927,1592,484.0,228000
12728,2439,560.0,275000
15295,1992,608.0,211000
11248,1668,702.0,285000
10000,2090,556.0,240000
4435,848,420.0,131500
17227,1341,482.0,246900
8200,1928,434.0,219500
8450,1337,531.0,185000
8145,1476,552.0,179400
9245,1797,639.0,213500
8500,1422,626.0,179600
8769,1190,578.0,173500
8334,1330,437.0,167840
8333,1491,484.0,168675
9045,1536,400.0,167000
9170,1214,461.0,140000
9825,936,384.0,118500
8308,1088,520.0,110000
10921,960,432.0,94750
16287,1351,576.0,122000
8240,1179,622.0,110000
11841,816,0.0,118500
6285,1044,528.0,133500
7917,1113,504.0,148000
9555,2233,579.0,141000
8536,1125,430.0,155000
7024,1090,450.0,157000
7023,1408,489.0,171500
39290,5095,1154.0,183850
40094,4676,884.0,184750
3675,1072,525.0,140000
6400,960,392.0,131750
6882,1152,0.0,61500
10215,948,248.0,111000
8741,1195,0.0,98500
4270,774,0.0,79000
10042,865,216.0,108500
9450,894,400.0,110000
11767,1346,384.0,112000
8172,768,355.0,125000
8172,864,528.0,79275
8190,948,280.0,119000
10896,3395,0.0,200000
10890,2592,0.0,150000
10592,1502,180.0,165000
10594,789,200.0,96500
7223,1422,352.0,136500
6821,1298,240.0,146500
7200,1768,240.0,175000
4000,1098,216.0,148500
6720,1436,228.0,141500
7642,1426,216.0,189950
7155,1461,225.0,135000
7128,1646,240.0,164000
4280,694,352.0,90350
5362,1250,552.0,139000
6305,954,240.0,119750
7136,1958,492.0,145000
6270,2002,871.0,145000
7230,1718,264.0,238000
13108,1226,400.0,153500
22420,2624,864.0,239000
12168,3194,380.0,359100
7810,1755,231.0,188000
11275,1991,432.0,220000
6221,1355,528.0,140000
10570,2727,440.0,315000
7259,2320,180.0,259500
14442,1839,416.0,257500
13125,1740,240.0,219500
21000,2259,450.0,217000
25485,1560,580.0,201000
21579,1488,552.0,215000
1782,1045,462.0,123900
17871,1680,628.0,170000
3907,1020,509.0,200000
20693,1696,625.0,198000
32668,2515,484.0,200624
18044,2726,691.0,315000
8500,1517,0.0,115000
7000,1215,720.0,141000
5000,803,360.0,87000
7288,1601,0.0,129850
6060,1123,264.0,100000
9060,1828,0.0,150909
3672,816,100.0,75200
8263,1012,308.0,118400
8967,1077,338.0,67000
13710,1558,282.0,152000
11067,845,256.0,68104
8250,1991,0.0,119600
6565,1073,720.0,140000
6060,1001,216.0,124900
5568,1625,495.0,375000
4750,1625,538.0,235000
12150,1299,486.0,183500
7540,912,470.0,156000
9187,1080,484.0,134000
10000,1392,650.0,215000
12864,1409,576.0,245000
9928,1478,506.0,210000
8750,918,360.0,148000
8410,1026,528.0,143000
4054,1501,512.0,244000
9763,1502,286.0,330000
16905,1328,308.0,170000
19958,2279,461.0,257000
8368,1689,433.0,231713
8298,1564,502.0,267300
9037,1484,472.0,265900
10991,1571,722.0,239000
10656,1646,870.0,248900
10331,1240,528.0,174000
13758,1717,400.0,187500
9303,1756,422.0,204000
6718,1312,471.0,180500
9590,1146,438.0,187500
11305,1922,692.0,282000
7777,1491,571.0,178000
14536,1629,808.0,270000
11800,2486,452.0,279900
35133,1572,995.0,186700
15306,1776,712.0,283463
12633,1824,932.0,392000
12665,2482,642.0,281213
8402,1120,0.0,147000
43500,2034,1041.0,130000
6710,936,460.0,140000
25286,1040,648.0,132250
25000,1632,576.0,143000
32463,1622,1356.0,168000
4224,1060,572.0,129900
4224,1142,528.0,134000
1504,1092,253.0,85500
1533,992,297.0,106500
1495,1092,0.0,93900
2001,1092,286.0,75000
1936,630,0.0,84500
1890,1092,286.0,75190
11333,1062,539.0,146800
9129,1008,678.0,153500
15957,1356,528.0,188000
33983,1676,672.0,196000
8286,1432,531.0,157000
6723,796,0.0,138000
7244,768,624.0,129500
27697,1608,444.0,80000
7599,845,360.0,129500
11000,1178,502.0,135000
8314,816,264.0,124500
11625,816,264.0,139000
10712,974,0.0,93500
10447,887,288.0,124500
11027,1293,452.0,149900
10533,1024,313.0,157500
11765,1797,963.0,169000
39384,1390,550.0,252000
11727,1851,506.0,192100
8238,1525,400.0,183500
13006,2236,642.0,222000
13041,1671,423.0,170000
13031,1498,409.0,187500
9783,1776,443.0,202000
11207,1511,413.0,185000
19378,2462,576.0,320000
14859,1670,690.0,240000
13128,2064,527.0,250000
10463,1801,800.0,239900
13751,2212,773.0,309000
23257,2021,422.0,274725
13108,2687,618.0,270000
8076,1169,402.0,183500
7685,1501,420.0,165600
9084,1632,462.0,176500
3701,1204,461.0,130000
5306,1767,504.0,239000
6563,1742,564.0,275000
16023,2798,670.0,457347
18062,3390,758.0,545224
12292,2473,675.0,356383
16056,2868,716.0,556581
12438,2576,666.0,361919
16052,2698,736.0,535000
15922,2795,660.0,401179
13682,2945,641.0,438780
14762,2320,672.0,169000
34650,1056,572.0,145000
8147,1714,517.0,318000
11302,1826,758.0,319000
18261,2000,722.0,470000
14145,1621,440.0,202500
13837,2183,786.0,229000
16659,2263,539.0,235000
18800,1574,566.0,190000
10464,1102,582.0,169000
10400,1872,604.0,241500
10530,1857,482.0,188900
10240,1686,612.0,207500
16692,2784,564.0,250000
11475,1552,434.0,179900
9927,1083,596.0,172000
9512,2318,541.0,294323
10530,1875,485.0,184500
10140,1074,495.0,153500
10140,1664,528.0,162900
10140,1309,484.0,181000
10000,1103,462.0,155000
15870,1096,299.0,138800
9353,864,280.0,116050
8125,858,0.0,88000
7200,874,576.0,97500
8773,1419,543.0,190000
2760,1092,440.0,105500
2160,1365,440.0,125500
1953,987,264.0,83000
1890,1030,264.0,116000
1680,1218,0.0,91500
1680,1218,264.0,118000
1680,948,264.0,89000
1680,1092,264.0,108000
1680,987,288.0,94500
4043,1069,440.0,146300
7514,1387,300.0,145000
7838,900,288.0,123000
2280,1055,319.0,137500
2179,1456,460.0,144000
16737,1980,770.0,315000
16387,2589,831.0,412083
16259,2596,840.0,342643
16163,1618,880.0,252000
13891,2076,850.0,465000
12228,1740,874.0,293000
14780,1868,1085.0,415000
16033,1850,772.0,326000
14215,2376,853.0,325300
13418,2452,691.0,309000
13975,2206,670.0,300000
10240,2098,878.0,275500
9942,2091,521.0,338500
11924,2324,736.0,345000
12867,2253,575.0,344133
10672,2389,672.0,298236
11643,2358,784.0,329900
12378,1944,708.0,360000
11065,1970,753.0,281000
13758,1792,925.0,372397
14828,1780,816.0,378000
11846,1792,874.0,374000
20431,2728,706.0,437154
10927,1904,736.0,275000
13215,1914,746.0,279000
7052,1364,484.0,185850
5911,1565,556.0,282500
6955,1368,474.0,202500
6792,1368,474.0,202665
7740,1686,899.0,332200
6373,1666,575.0,310090
3136,1405,478.0,171750
10237,1316,397.0,169990
10237,1456,390.0,170440
10237,1492,440.0,169985
17104,1496,426.0,179665
14054,1863,660.0,219210
11660,1326,427.0,174190
15578,1456,429.0,172785
11631,2373,632.0,258000
9073,1492,440.0,185101
3087,1364,437.0,210250
3196,1557,420.0,234000
3196,1456,400.0,215000
2938,1511,398.0,246990
3072,1414,398.0,178740
3072,1548,388.0,225000
3010,1248,438.0,167240
3010,1142,440.0,156820
3013,1506,440.0,213490
3982,1567,648.0,264561
4045,1500,648.0,246578
21930,1838,372.0,192140
7861,1509,393.0,183200
9056,1414,403.0,178000
9171,1598,433.0,201490
11194,1936,504.0,230500
7875,1509,393.0,180000
8121,1664,460.0,172400
8658,1889,431.0,215000
11214,1886,431.0,199900
10852,1671,472.0,173000
12104,2322,617.0,287602
8738,2291,429.0,230000
9452,2392,870.0,348000
9660,1976,885.0,286000
9545,2234,768.0,300000
35760,3627,807.0,625000
9233,2855,774.0,405000
12011,1924,592.0,280000
12090,2263,420.0,258000
10019,2726,725.0,350000
17242,3500,959.0,584500
10236,2494,803.0,321000
10120,2526,844.0,290000
12585,2799,704.0,315000
12447,1964,760.0,252000
15218,1670,928.0,336820
20896,2097,1134.0,423000
10182,1660,500.0,290000
8688,1616,834.0,232000
10936,1504,510.0,199000
8640,1278,584.0,198600
13162,2640,792.0,405749
11216,1489,776.0,232600
10728,1939,1053.0,266000
8125,1553,615.0,186500
8125,1716,615.0,200825
8125,1576,614.0,197000
7200,1262,572.0,185000
7500,1266,453.0,176000
7200,1301,572.0,187750
7733,1142,0.0,139500
11024,1400,612.0,186800
13072,1131,0.0,132000
13072,1141,484.0,142500
13072,1158,576.0,158000
7800,1686,462.0,184000
7632,1585,449.0,184900
8304,1837,688.0,187000
7153,1603,484.0,175900
9370,1731,462.0,248500
7175,1398,542.0,172000
7175,1217,484.0,151000
9019,1320,472.0,150000
8900,1056,384.0,107000
7800,965,300.0,119900
9100,988,624.0,129500
9100,1728,504.0,125000
8927,1654,528.0,119500
9240,1211,576.0,144000
8471,1212,492.0,151000
9308,984,310.0,126000
8450,909,294.0,116000
8638,925,484.0,133500
13052,1024,308.0,120875
13526,935,288.0,137000
8020,912,0.0,124000
6993,1236,288.0,135000
8789,941,288.0,129200
14330,2646,550.0,260000
16059,2417,462.0,260000
11025,2826,888.0,334000
14541,2520,796.0,310000
13346,2295,590.0,268000
12461,1624,757.0,262000
3628,1143,588.0,176400
3316,1247,550.0,197000
3180,1200,480.0,151000
2544,1223,480.0,147400
2544,1223,480.0,149900
3180,1200,480.0,144152
2998,1524,440.0,166000
3735,1452,506.0,183900
2651,1382,490.0,165000
4447,1080,496.0,139000
8314,1694,434.0,200000
7180,1568,564.0,221000
9549,1494,481.0,270000
11250,1208,546.0,165000
3760,1235,484.0,214000
3640,1036,484.0,188000
3874,1226,484.0,190000
3876,1226,484.0,170000
50271,1842,894.0,385000
13110,1193,501.0,146500
10192,1920,487.0,170000
20781,2156,508.0,262500
11700,1416,776.0,179900
11029,2654,619.0,250000
10400,1790,484.0,165150
10140,1334,477.0,164500
9600,1164,528.0,140000
9750,980,384.0,135500
9600,1051,504.0,142000
8640,1770,530.0,155000
9360,976,504.0,157500
8400,1052,288.0,138500
8400,898,326.0,140000
9759,1051,264.0,124400
9600,1141,568.0,158000
9230,1200,884.0,146000
14803,1993,495.0,190000
10659,1050,368.0,136500
9100,864,624.0,129900
8393,1712,588.0,145000
8800,1565,299.0,185900
8800,1251,461.0,160000
10368,1488,430.0,167000
9350,1440,480.0,157500
10382,1095,264.0,140000
8973,1053,750.0,150000
10800,1248,286.0,151500
8550,816,240.0,129800
11425,1008,275.0,137000
9724,1043,273.0,137000
4712,1230,305.0,121600
5900,869,0.0,85500
5825,747,528.0,79900
7438,1252,576.0,127000
9600,1433,441.0,161000
10858,1624,240.0,146500
9600,1216,280.0,135000
10680,2136,528.0,137900
9490,1578,240.0,133000
9462,1728,234.0,137000
9888,936,240.0,121000
8917,1584,506.0,119000
12700,1246,441.0,172000
8500,1235,480.0,98600
14200,2157,487.0,226000
9000,1128,286.0,118000
25419,3112,795.0,235000
9723,1008,430.0,135000
7728,1190,540.0,132500
8163,1144,796.0,143000
8400,1364,331.0,132000
11600,1383,292.0,145250
9610,1336,488.0,162000
10000,1370,300.0,148000
14850,1092,299.0,141000
10152,1124,353.0,153000
10011,1236,447.0,134450
7032,943,600.0,135960
8092,1050,286.0,156000
11310,1375,451.0,140000
12778,1008,280.0,139500
10170,1575,400.0,155000
7700,1145,684.0,127000
11050,1005,319.0,133500
13600,1056,300.0,125000
15428,884,270.0,142000
21299,2039,791.0,167000
13300,1384,896.0,159000
22136,2640,1008.0,180000
7500,1312,649.0,127000
7000,1310,398.0,112000
10410,713,371.0,99800
5400,833,326.0,117000
5400,1073,326.0,108480
10914,715,660.0,68000
7008,720,280.0,86900
10800,1130,720.0,120000
7200,1595,528.0,155500
10818,1760,648.0,80000
10410,1214,936.0,105000
10800,2414,520.0,160000
10800,1466,566.0,170000
8658,1324,440.0,160000
13400,1086,484.0,159950
10184,1146,294.0,165000
9786,1734,440.0,159000
9510,1207,264.0,147000
7800,912,288.0,115000
8910,1194,539.0,159500
7332,864,288.0,120000
7100,816,308.0,129900
10800,1773,418.0,183000
11650,1472,484.0,157500
18275,2448,441.0,277500
16321,1600,319.0,207500
12144,1521,597.0,147500
10800,1192,0.0,135000
7200,1040,625.0,109500
7200,1040,420.0,109900
7560,1040,286.0,133700
8544,1040,400.0,81400
8544,1040,400.0,87500
8544,1040,400.0,93500
8512,1556,0.0,119000
7945,1150,300.0,141000
7000,1150,288.0,146000
7590,1348,453.0,155000
10205,999,300.0,134500
7400,1045,528.0,120000
7000,864,336.0,105000
7000,1025,0.0,124000
9856,2014,624.0,169000
9906,1328,210.0,107000
9600,1668,240.0,135000
5520,1657,162.0,111500
9600,1416,400.0,156500
9600,1641,546.0,178000
6451,1428,576.0,139900
3960,1004,200.0,105000
5684,813,270.0,110000
7745,1951,576.0,111500
7741,1032,280.0,108000
5633,844,216.0,111500
9000,1750,240.0,124000
7200,864,528.0,105000
4400,1118,440.0,116000
7614,1376,216.0,96900
6000,960,576.0,135500
6000,1566,450.0,139000
7830,492,200.0,61500
9576,1182,378.0,120000
5820,1163,220.0,126175
5747,840,250.0,64000
9142,1928,440.0,137000
9600,1774,779.0,87000
10800,1768,320.0,163000
6300,2104,432.0,155000
5000,1440,352.0,79000
8850,1690,225.0,144000
3600,1368,216.0,114504
7200,1762,576.0,157000
11340,1200,312.0,125000
22950,3608,840.0,475000
5976,1248,0.0,93500
9750,960,624.0,125000
4761,1020,0.0,64500
7446,788,0.0,100000
6435,1577,312.0,140200
11737,1827,240.0,202500
5000,1664,420.0,159000
7800,1118,410.0,119900
6240,1176,528.0,114500
6240,1344,240.0,115000
6120,1162,258.0,75000
6120,1015,450.0,88000
6240,912,0.0,80500
6240,1576,225.0,149000
6120,1324,180.0,110000
6000,1103,440.0,110500
6000,616,205.0,89000
6380,1048,280.0,113000
11672,816,210.0,109000
33120,2486,576.0,220000
9873,960,576.0,129000
5310,1635,255.0,117000
4118,693,0.0,52500
10320,1430,370.0,107000
7518,1330,390.0,116500
9000,819,0.0,72000
8600,1376,198.0,119500
7200,1360,297.0,125500
9786,1077,210.0,91000
6780,754,0.0,84500
7200,984,308.0,90000
12375,1422,288.0,137500
11136,1921,576.0,150000
21370,1640,394.0,131000
6930,1352,288.0,130000
8250,1032,260.0,125000
5220,879,180.0,80000
5500,1073,246.0,157000
11235,1382,459.0,148000
10791,1296,516.0,90000
8414,1068,264.0,154500
11327,1064,528.0,153600
11777,1320,564.0,164500
10366,934,336.0,132000
9000,1059,286.0,142500
11553,1159,336.0,158000
7844,1400,440.0,149500
9535,1458,512.0,165000
10335,1721,440.0,180000
7176,1040,616.0,160500
9662,1967,580.0,156500
8235,1949,586.0,157000
13650,1920,451.0,172500
13125,1803,484.0,155000
17920,1779,454.0,170000
17529,872,322.0,105000
10246,960,364.0,145000
14175,1437,576.0,168000
20355,1830,521.0,278000
13050,1000,575.0,164000
15593,2287,667.0,225000
10820,810,576.0,130000
13350,894,440.0,142500
1700,1700,450.0,148400
5271,1453,445.0,190000
9375,1350,504.0,146000
6488,1150,215.0,128000
7800,2008,230.0,225000
19690,2201,432.0,274970
19950,2009,795.0,235000
19800,3672,836.0,415000
11679,1560,528.0,182000
12048,1488,569.0,135000
10519,1057,288.0,137000
9525,1855,325.0,136900
9525,1609,305.0,149900
6420,1148,308.0,123500
8335,1124,0.0,93000
7585,1456,280.0,91500
11200,1298,403.0,180000
12128,2559,506.0,209000
9554,1911,471.0,215000
9069,1440,920.0,224500
11003,1876,848.0,229800
7488,1208,632.0,183600
7406,1220,632.0,194000
6762,1294,662.0,193879
11210,1614,865.0,221500
8990,1498,675.0,204900
8760,1962,868.0,239799
13377,1846,495.0,233555
11645,1734,660.0,260000
11645,1590,754.0,294900
10984,1809,638.0,209700
9316,1614,576.0,225000
9316,1596,610.0,181000
10041,1915,506.0,220000
36500,1582,390.0,190000
21453,988,540.0,180000
70761,1533,576.0,280000
12000,1388,522.0,158900
8846,914,576.0,148000
13015,1100,462.0,145000
12438,1499,473.0,187000
8685,1425,591.0,193000
13568,990,576.0,156000
9100,1525,541.0,235000
9236,1494,576.0,217000
10264,1588,472.0,214000
9272,1749,515.0,196000
13426,1779,586.0,217000
13450,1861,492.0,200000
14006,1776,474.0,192500
13704,1541,843.0,205000
10780,954,576.0,132500
8340,1388,317.0,157500
10385,1282,672.0,174000
9920,971,300.0,128500
9560,864,288.0,128500
9800,894,552.0,149900
7200,864,297.0,119900
3612,1320,484.0,137000
11367,1989,586.0,255000
9930,1762,591.0,222000
9468,1755,530.0,214000
11088,1358,418.0,220000
14781,1787,748.0,275000
8726,1909,529.0,197000
8125,1654,900.0,230000
10566,2214,646.0,268500
21533,2049,467.0,210900
11250,1939,555.0,227000
11250,1995,610.0,237000
9750,2097,583.0,274300
9100,1836,484.0,216837
4435,848,420.0,133000
4435,848,420.0,155900
15611,1919,685.0,233230
8810,1390,545.0,207000
12393,1948,434.0,195000
9135,1700,544.0,200000
8581,1737,578.0,203160
8400,1611,572.0,195800
10084,1552,782.0,212900
11645,1720,565.0,196500
8772,1336,502.0,198000
8846,1500,564.0,173900
8461,1456,390.0,163990
8767,1310,400.0,164990
8777,1436,528.0,98000
17755,1466,528.0,149900
8877,1220,396.0,102000
7840,1012,0.0,127500
9400,980,0.0,127500
16133,1176,360.0,119900
7162,1724,616.0,196500
8050,914,0.0,117250
11060,2314,502.0,229000
3675,1072,525.0,145000
3675,1072,525.0,140000
3675,1072,525.0,142500
2522,1709,380.0,134000
2522,1709,380.0,130000
2522,1709,380.0,130000
2522,1709,380.0,137500
3363,1708,380.0,130000
6956,936,265.0,97900
7822,1338,528.0,92000
8707,1669,288.0,107000
8410,1184,0.0,81000
9738,1221,392.0,104900
8172,864,572.0,115000
16012,1482,609.0,125000
8248,1250,280.0,116000
8248,1414,0.0,83000
6204,2230,440.0,118500
8088,498,216.0,35000
11388,1273,275.0,121000
7082,1928,0.0,160000
8400,1595,240.0,140000
10890,1551,240.0,137000
6430,1340,440.0,128000
7000,1479,312.0,160000
13132,1784,180.0,138887
4899,1510,216.0,149000
6000,1522,0.0,102000
9399,1636,288.0,167000
7588,1802,216.0,200100
10164,1465,240.0,131000
6191,1288,240.0,112000
9550,1717,642.0,140000
21780,1550,318.0,195000
11435,1517,400.0,230000
12400,1717,410.0,194000
11600,1180,252.0,137500
11500,2057,180.0,250000
8170,1671,451.0,218000
16560,2345,360.0,239000
12320,1609,579.0,199500
14210,1801,365.0,210000
14115,1811,470.0,230000
12984,1647,621.0,217500
15600,2315,342.0,257000
15750,1336,375.0,157000
16381,1844,540.0,223000
7288,976,215.0,102000
7000,1285,506.0,145400
8534,672,0.0,72000
7030,641,272.0,85000
8765,951,327.0,106500
9060,1638,384.0,139000
11040,1336,570.0,108000
12366,729,0.0,51689
9000,480,308.0,35311
9000,1396,0.0,115000
8520,936,0.0,78000
5748,1778,495.0,375000
3842,1646,525.0,300000
23580,1625,576.0,242500
8385,1664,616.0,145000
9116,1491,490.0,209000
10530,1004,504.0,135000
11080,1210,528.0,148000
11070,1959,766.0,171000
26178,2519,628.0,335000
8239,1295,312.0,230000
50102,1650,518.0,250764
16669,1707,511.0,228000
13811,1137,551.0,176000
8049,1339,484.0,180000
11170,2514,693.0,250000
8098,1403,470.0,202000
14331,1800,765.0,312500
13618,1960,714.0,320000
11443,2028,880.0,369900
11577,1838,682.0,359900
31250,1600,270.0,81500
7020,1368,784.0,215000
4500,1216,402.0,164000
4500,1337,405.0,153500
17217,1140,0.0,84500
2665,1304,336.0,104500
2665,1475,336.0,127000
3964,2521,576.0,151400
10172,874,288.0,126500
11836,1652,928.0,146500
1470,630,0.0,73000
1484,1092,253.0,79400
13384,1360,336.0,140000
1533,630,0.0,92000
1533,1092,286.0,87550
1526,1092,0.0,79500
1936,1092,0.0,90500
1894,1092,286.0,71000
12640,1728,574.0,150900
9297,1728,560.0,188000
17400,1126,484.0,160000
20000,1224,576.0,131000
7937,1003,588.0,142500
8885,902,484.0,131000
10441,970,0.0,132000
10010,1389,418.0,170000
9627,2000,650.0,188000
